0.93 ,59,-64.000,-14.952
0.93 ,60,-62.000,-14.210
0.93 ,61,-60.000,-13.403
0.93 ,62,-58.000,-12.524
0.93 ,63,-56.000,-11.588
0.93 ,64,-54.000,-10.625
0.93 ,65,-52.000,-9.666
0.93 ,66,-50.000,-8.737
0.93 ,67,-48.000,-7.858
0.93 ,68,-46.000,-7.041
0.93 ,69,-44.000,-6.291
0.93 ,70,-42.000,-5.609
0.93 ,71,-40.000,-4.993
0.93 ,72,-38.000,-4.439
0.93 ,73,-36.000,-3.940
0.93 ,74,-34.000,-3.491
0.93 ,75,-32.000,-3.088
0.93 ,76,-30.000,-2.723
0.93 ,77,-28.000,-2.392
0.93 ,78,-26.000,-2.090
0.93 ,79,-24.000,-1.815
0.93 ,80,-22.000,-1.564
0.93 ,81,-20.000,-1.334
0.93 ,82,-18.000,-1.123
0.93 ,83,-16.000,-0.932
0.93 ,84,-14.000,-0.759
0.93 ,85,-12.000,-0.604
0.93 ,86,-10.000,-0.468
0.93 ,87,-8.000,-0.351
0.93 ,88,-6.000,-0.253
0.93 ,89,-4.000,-0.174
0.93 ,90,-2.000,-0.114
0.93 ,91,0.000,-0.072
0.93 ,92,2.000,-0.048
0.93 ,93,4.000,-0.042
0.93 ,94,6.000,-0.052
0.93 ,95,8.000,-0.079
0.93 ,96,10.000,-0.122
0.93 ,97,12.000,-0.181
0.93 ,98,14.000,-0.257
0.93 ,99,16.000,-0.350
0.93 ,100,18.000,-0.463
0.93 ,101,20.000,-0.596
0.93 ,102,22.000,-0.753
0.93 ,103,24.000,-0.933
0.93 ,104,26.000,-1.140
0.93 ,105,28.000,-1.375
0.93 ,106,30.000,-1.638
0.93 ,107,32.000,-1.931
0.93 ,108,34.000,-2.254
0.93 ,109,36.000,-2.609
0.93 ,110,38.000,-2.997
0.93 ,111,40.000,-3.418
0.93 ,112,42.000,-3.875
0.93 ,113,44.000,-4.370
0.93 ,114,46.000,-4.903
0.93 ,115,48.000,-5.476
0.93 ,116,50.000,-6.090
0.93 ,117,52.000,-6.741
0.93 ,118,54.000,-7.425
0.93 ,119,56.000,-8.134
0.93 ,120,58.000,-8.860
0.93 ,121,60.000,-9.589
0.93 ,122,62.000,-10.312
0.93 ,123,64.000,-11.020
0.93 ,124,66.000,-11.713
0.93 ,125,68.000,-12.396
0.93 ,126,70.000,-13.085
0.93 ,127,72.000,-13.799
0.93 ,128,74.000,-14.559
0.93 ,129,76.000,-15.383
0.93 ,130,78.000,-16.276
0.93 ,131,80.000,-17.231
0.93 ,132,82.000,-18.210
0.93 ,133,84.000,-19.137
0.93 ,134,86.000,-19.902
0.93 ,135,88.000,-20.397
0.93 ,136,90.000,-20.578
0.93 ,137,92.000,-20.506
0.93 ,138,94.000,-20.304
0.93 ,139,96.000,-20.100
0.93 ,140,98.000,-19.990
0.93 ,141,100.000,-20.038
0.93 ,142,102.000,-20.288
0.93 ,143,104.000,-20.773
0.93 ,144,106.000,-21.518
0.93 ,145,108.000,-22.530
0.93 ,146,110.000,-23.757
0.93 ,147,112.000,-24.978
0.93 ,148,114.000,-25.665
0.93 ,149,116.000,-25.277
0.93 ,150,118.000,-23.990
0.93 ,151,120.000,-22.425
0.93 ,152,122.000,-20.973
0.93 ,153,124.000,-19.763
0.93 ,154,126.000,-18.814
0.93 ,155,128.000,-18.112
0.93 ,156,130.000,-17.639
0.93 ,157,132.000,-17.380
0.93 ,158,134.000,-17.325
0.93 ,159,136.000,-17.473
0.93 ,160,138.000,-17.827
0.93 ,161,140.000,-18.393
0.93 ,162,142.000,-19.175
0.93 ,163,144.000,-20.151
0.93 ,164,146.000,-21.219
0.93 ,165,148.000,-22.106
0.93 ,166,150.000,-22.340
0.93 ,167,152.000,-21.627
0.93 ,168,154.000,-20.238
0.93 ,169,156.000,-18.642
0.93 ,170,158.000,-17.119
0.93 ,171,160.000,-15.769
0.93 ,172,162.000,-14.609
0.93 ,173,164.000,-13.632
0.93 ,174,166.000,-12.818
0.93 ,175,168.000,-12.154
0.93 ,176,170.000,-11.624
0.93 ,177,172.000,-11.219
0.93 ,178,174.000,-10.930
0.93 ,179,176.000,-10.751
0.93 ,180,178.000,-10.680
0.93 ,181,180.000,-10.713
0.95 ,1,-180.000,-11.939
0.95 ,2,-178.000,-12.137
0.95 ,3,-176.000,-12.433
0.95 ,4,-174.000,-12.827
0.95 ,5,-172.000,-13.316
0.95 ,6,-170.000,-13.885
0.95 ,7,-168.000,-14.506
0.95 ,8,-166.000,-15.124
0.95 ,9,-164.000,-15.661
0.95 ,10,-162.000,-16.030
0.95 ,11,-160.000,-16.166
0.95 ,12,-158.000,-16.072
0.95 ,13,-156.000,-15.816
0.95 ,14,-154.000,-15.497
0.95 ,15,-152.000,-15.210
0.95 ,16,-150.000,-15.025
0.95 ,17,-148.000,-14.994
0.95 ,18,-146.000,-15.153
0.95 ,19,-144.000,-15.538
0.95 ,20,-142.000,-16.183
0.95 ,21,-140.000,-17.135
0.95 ,22,-138.000,-18.459
0.95 ,23,-136.000,-20.250
0.95 ,24,-134.000,-22.635
0.95 ,25,-132.000,-25.679
0.95 ,26,-130.000,-28.611
0.95 ,27,-128.000,-28.602
0.95 ,28,-126.000,-26.243
0.95 ,29,-124.000,-24.140
0.95 ,30,-122.000,-22.790
0.95 ,31,-120.000,-22.137
0.95 ,32,-118.000,-22.121
0.95 ,33,-116.000,-22.740
0.95 ,34,-114.000,-24.060
0.95 ,35,-112.000,-26.169
0.95 ,36,-110.000,-28.749
0.95 ,37,-108.000,-29.348
0.95 ,38,-106.000,-26.595
0.95 ,39,-104.000,-23.534
0.95 ,40,-102.000,-21.185
0.95 ,41,-100.000,-19.500
0.95 ,42,-98.000,-18.349
0.95 ,43,-96.000,-17.640
0.95 ,44,-94.000,-17.318
0.95 ,45,-92.000,-17.353
0.95 ,46,-90.000,-17.735
0.95 ,47,-88.000,-18.467
0.95 ,48,-86.000,-19.558
0.95 ,49,-84.000,-20.998
0.95 ,50,-82.000,-22.674
0.95 ,51,-80.000,-24.146
0.95 ,52,-78.000,-24.558
0.95 ,53,-76.000,-23.593
0.95 ,54,-74.000,-21.999
0.95 ,55,-72.000,-20.425
0.95 ,56,-70.000,-19.070
0.95 ,57,-68.000,-17.934
0.95 ,58,-66.000,-16.955
0.95 ,59,-64.000,-16.060
